,location,total_sqft,bath,balcony,price,bedrooms
8520,Parappana Agrahara,1194.0,2.0,2.0,47.0,2
8521,Other,1471.0,2.0,3.0,75.0,3
8522,Kanakpura Road,700.0,2.0,1.0,35.0,2
8523,Kudlu Gate,812.0,2.0,1.0,38.25,2
8524,8th Phase JP Nagar,1504.0,2.0,2.0,83.0,3
8525,Mahadevpura,1450.0,3.0,2.0,75.0,3
8526,Kannamangala,957.0,2.0,2.0,54.5,2
8527,Attibele,460.0,1.0,1.0,13.0,1
8528,Other,900.0,2.0,0.0,128.0,2
8529,7th Phase JP Nagar,1050.0,2.0,1.0,75.0,2
8530,Budigere,1820.0,3.0,2.0,85.0,3
8531,Varthur Road,1033.0,2.0,2.0,32.0,2
8532,Kumaraswami Layout,800.0,1.0,1.0,90.0,2
8533,Other,520.0,2.0,0.0,29.0,1
8534,OMBR Layout,1165.0,2.0,2.0,88.5,2
8535,Gottigere,1280.0,2.0,1.0,61.0,2
8536,Other,1950.0,3.0,3.0,230.0,3
8537,Other,600.0,1.0,0.0,58.0,1
8538,Kanakpura Road,1550.0,3.0,3.0,65.1,3
8539,Nagavarapalya,1392.0,2.0,1.0,130.0,2
8540,Jigani,1221.0,3.0,3.0,75.0,3
8542,Other,1300.0,2.0,2.0,60.0,2
8543,Hoskote,1065.0,2.0,3.0,31.5,2
8544,Yelahanka New Town,1209.0,2.0,3.0,65.0,3
8545,Other,375.0,1.0,0.0,40.0,1
8546,Other,7800.0,3.0,2.0,2000.0,3
8547,Sarjapur  Road,1929.0,4.0,1.0,101.0,3
8548,Hennur Road,1255.0,2.0,1.0,84.0,2
8549,Jalahalli,1035.0,2.0,1.0,31.05,2
8550,Other,1200.0,5.0,2.0,270.0,4
8551,Banashankari,1650.0,3.0,2.0,101.0,3
8552,Whitefield,1275.0,2.0,3.0,65.0,3
8553,Electronic City,1128.0,2.0,1.0,65.58,2
8554,Raja Rajeshwari Nagar,1140.0,2.0,2.0,38.55,2
8555,OMBR Layout,1200.0,4.0,2.0,200.0,4
8556,Thanisandra,1183.0,2.0,2.0,58.56,2
8557,Whitefield,1155.0,2.0,1.0,39.0,2
8558,Kengeri,1245.0,2.0,2.0,43.57,3
8559,Akshaya Nagar,1000.0,2.0,1.0,38.0,2
8560,7th Phase JP Nagar,1040.0,2.0,1.0,75.0,2
8562,Other,1477.0,2.0,2.0,75.0,3
8564,Sarjapur  Road,1525.0,2.0,2.0,65.0,3
8566,Other,1220.0,2.0,1.0,65.0,2
8567,Hebbal,2388.0,3.0,1.0,195.0,3
8568,Electronic City,1355.0,2.0,1.0,97.6,2
8569,Whitefield,1141.0,2.0,1.0,62.0,2
8570,Vijayanagar,1046.0,2.0,0.0,49.06,2
8571,Bannerghatta Road,630.0,1.0,2.0,35.0,1
8572,Pattandur Agrahara,1247.0,2.0,2.0,62.35,2
8573,Marathahalli,3855.0,4.0,3.0,220.0,4
8574,Other,850.0,2.0,1.0,32.5,2
8575,KR Puram,1120.0,2.0,2.0,36.0,2
8577,Jakkur,1798.0,3.0,1.0,110.0,3
8578,Bisuvanahalli,1180.0,2.0,1.0,45.0,3
8579,Kereguddadahalli,1000.0,2.0,1.0,34.0,2
8580,Whitefield,1216.0,2.0,1.0,82.0,2
8581,Margondanahalli,900.0,2.0,0.0,65.0,2
8582,TC Palaya,1100.0,2.0,0.0,65.0,2
8583,Badavala Nagar,1842.0,3.0,2.0,115.0,3
8584,Bisuvanahalli,1075.0,2.0,1.0,43.0,3
8585,Whitefield,1495.0,3.0,3.0,88.0,2
8586,Kanakpura Road,1700.0,3.0,3.0,120.0,3
8587,Whitefield,1564.0,3.0,1.0,103.0,3
8588,Other,1256.0,2.0,1.0,65.0,2
8589,Kundalahalli,1047.0,2.0,1.0,89.0,2
8590,Bhoganhalli,1458.0,3.0,1.0,78.45,3
8591,Hoodi,1063.0,2.0,1.0,61.17,2
8593,Garudachar Palya,1150.0,2.0,1.0,52.5,2
8594,Chandapura,450.0,1.0,1.0,9.0,1
8595,Ramamurthy Nagar,1360.0,2.0,0.0,45.0,2
8596,Marathahalli,1605.0,3.0,2.0,76.0,3
8597,Nagarbhavi,1200.0,4.0,2.0,205.0,3
8598,Haralur Road,1810.0,3.0,2.0,100.0,3
8599,LB Shastri Nagar,1250.0,2.0,2.0,48.5,2
8600,Poorna Pragna Layout,1475.0,2.0,2.0,58.99,3
8601,R.T. Nagar,1100.0,3.0,0.0,125.0,2
8602,Dommasandra,850.0,2.0,1.0,25.4,2
8603,Electronic City Phase II,1025.0,2.0,1.0,26.65,2
8604,Uttarahalli,980.0,2.0,1.0,45.0,2
8605,Other,1428.0,2.0,1.0,70.0,3
8608,JP Nagar,2050.0,3.0,3.0,82.0,3
8609,Other,1407.0,2.0,1.0,83.87,2
8610,Cunningham Road,4170.0,3.0,2.0,800.0,3
8611,Whitefield,1585.0,3.0,1.0,84.0,3
8612,Jakkur,1785.0,3.0,2.0,130.0,3
8613,Other,900.0,2.0,3.0,45.0,2
8614,Other,1350.0,4.0,2.0,160.0,4
8615,Kanakpura Road,1843.0,3.0,2.0,96.2,3
8617,Other,1200.0,2.0,1.0,67.0,2
8618,Akshaya Nagar,1113.0,2.0,1.0,52.0,2
8619,Uttarahalli,1125.0,2.0,1.0,47.0,2
8620,Whitefield,1200.0,3.0,1.0,56.0,3
8621,Anekal,1150.0,3.0,2.0,45.0,3
8622,Yeshwanthpur,770.0,1.0,1.0,70.0,2
8623,Kodichikkanahalli,1181.0,2.0,2.0,57.0,2
8624,Kanakpura Road,1550.0,3.0,3.0,64.7,3
8626,Raja Rajeshwari Nagar,1295.0,2.0,2.0,55.47,2
8628,Lingadheeranahalli,1506.0,3.0,1.0,95.0,3
8629,Other,1872.0,3.0,2.0,152.0,3
8630,Sarjapur  Road,2900.0,4.0,2.0,240.0,4
8631,Abbigere,1326.0,2.0,1.0,35.0,3
8632,Talaghattapura,1040.0,2.0,1.0,33.28,2
8634,Hennur,1020.0,2.0,1.0,48.0,2
8635,Other,1400.0,3.0,2.0,90.0,3
8637,Other,812.0,1.0,1.0,26.0,1
8638,Vidyaranyapura,1100.0,2.0,1.0,54.0,2
8639,Other,829.0,2.0,1.0,22.8,2
8641,Sanjay nagar,2700.0,4.0,2.0,350.0,4
8642,Kanakpura Road,1500.0,3.0,1.0,72.99,3
8643,Ananth Nagar,850.0,2.0,1.0,25.99,2
8644,Kaval Byrasandra,1180.0,2.0,2.0,60.0,2
8645,Cunningham Road,5108.0,5.0,2.0,995.0,4
8646,Thigalarapalya,2215.0,4.0,2.0,150.0,3
8647,Channasandra,1010.0,2.0,1.0,36.0,2
8648,Marathahalli,1350.0,2.0,2.0,60.0,2
8649,Talaghattapura,1100.0,2.0,0.0,50.0,2
8650,Kanakpura Road,1450.0,2.0,2.0,62.93,3
8651,Raja Rajeshwari Nagar,1133.0,2.0,2.0,40.0,2
8652,Thanisandra,1564.0,3.0,2.0,100.0,3
8654,Thigalarapalya,2072.0,4.0,2.0,157.0,3
8656,Kanakapura,1460.0,2.0,3.0,51.1,3
8657,Other,600.0,2.0,1.0,35.0,1
8658,Rachenahalli,1050.0,2.0,2.0,52.07,2
8659,Other,700.0,2.0,1.0,35.0,2
8660,TC Palaya,1200.0,3.0,0.0,66.0,3
8661,Yelahanka,654.0,1.0,1.0,38.0,1
8662,Other,1105.0,2.0,2.0,50.0,2
8663,Hebbal Kempapura,1800.0,3.0,3.0,150.0,3
8664,Yelachenahalli,1200.0,2.0,2.0,160.0,2
8665,Kogilu,700.0,1.0,1.0,30.84,1
8666,Other,1000.0,2.0,1.0,51.0,2
8667,HSR Layout,3500.0,5.0,0.0,350.0,5
8668,Other,1240.0,2.0,1.0,63.0,3
8669,Bellandur,1200.0,2.0,3.0,45.0,2
8670,Yelahanka New Town,1400.0,2.0,2.0,80.0,3
8671,Other,1393.0,3.0,2.0,54.0,3
8672,Whitefield,1140.0,2.0,2.0,50.0,2
8674,Other,1640.0,3.0,2.0,70.0,3
8675,Other,1200.0,2.0,0.0,62.0,2
8676,Rajaji Nagar,720.0,2.0,2.0,65.0,2
8677,Yelenahalli,1650.0,3.0,3.0,68.0,3
8678,Nagavara,2496.0,4.0,2.0,125.0,4
8679,9th Phase JP Nagar,905.0,2.0,1.0,32.0,2
8680,Other,1600.0,3.0,1.0,125.0,3
8681,Chikkalasandra,1070.0,2.0,1.0,45.48,2
8682,Other,8400.0,5.0,2.0,1675.0,4
8683,Koramangala,1200.0,2.0,2.0,100.0,2
8684,Indira Nagar,1800.0,5.0,2.0,350.0,5
8685,8th Phase JP Nagar,2600.0,4.0,2.0,115.0,4
8686,Old Airport Road,1145.0,2.0,2.0,75.0,2
8687,Other,1495.0,3.0,2.0,55.0,3
8688,Other,1200.0,2.0,1.0,300.0,3
8689,Other,1400.0,3.0,2.0,53.0,3
8690,Whitefield,1558.0,3.0,2.0,90.0,3
8691,Balagere,1007.0,2.0,1.0,53.0,2
8692,Ananth Nagar,902.0,2.0,1.0,25.26,2
8693,Other,1054.0,2.0,1.0,53.0,2
8694,Uttarahalli,1135.0,2.0,3.0,39.73,3
8695,Gollarapalya Hosahalli,996.0,2.0,2.0,49.0,2
8696,Other,1275.0,2.0,2.0,47.0,2
8697,NRI Layout,1250.0,2.0,0.0,75.0,2
8698,Hennur,2502.0,4.0,2.0,170.0,4
8699,Other,1394.0,2.0,3.0,52.0,2
8700,Haralur Road,1243.0,2.0,2.0,46.0,2
8701,Whitefield,1216.0,2.0,1.0,75.0,2
8702,Other,1075.0,2.0,1.0,57.0,2
8704,Indira Nagar,1500.0,3.0,3.0,120.0,3
8705,Rayasandra,1708.0,3.0,1.0,76.0,4
8706,Whitefield,1500.0,3.0,1.0,250.0,3
8707,Other,1800.0,4.0,3.0,115.0,3
8708,Harlur,1532.0,2.0,1.0,65.0,2
8709,Hosa Road,1726.0,3.0,2.0,81.99,3
8710,Other,1220.0,2.0,2.0,54.89,2
8711,Chikkalasandra,1100.0,2.0,2.0,50.0,2
8712,Electronics City Phase 1,1530.0,3.0,3.0,40.0,3
8713,Hosa Road,840.0,2.0,1.0,28.0,2
8714,Bommanahalli,1250.0,4.0,3.0,39.0,3
8716,Other,1499.0,3.0,2.0,89.0,3
8717,Other,1280.0,2.0,3.0,55.0,3
8718,Munnekollal,1170.0,2.0,2.0,59.0,2
8720,Other,1161.0,2.0,3.0,36.69,2
8721,Yelahanka,1633.0,2.0,1.0,72.0,2
8722,Other,1050.0,2.0,2.0,65.0,2
8723,Hennur Road,1650.0,5.0,3.0,309.0,4
8724,Varthur Road,552.5,1.0,0.0,13.26,1
8725,Attibele,418.0,2.0,1.0,11.5,1
8726,Other,905.0,2.0,2.0,50.0,2
8727,Raja Rajeshwari Nagar,1510.0,2.0,2.0,55.0,3
8728,Chikkalasandra,1390.0,2.0,3.0,60.47,3
8729,Kasturi Nagar,1101.0,2.0,2.0,66.0,2
8731,EPIP Zone,2350.0,4.0,2.0,163.0,3
8732,Other,1056.0,2.0,2.0,55.0,2
8733,Kanakpura Road,1425.0,2.0,2.0,49.88,3
8734,Electronics City Phase 1,1450.0,3.0,1.0,70.0,3
8735,Pai Layout,1000.0,2.0,2.0,34.0,2
8736,Haralur Road,575.0,1.0,1.0,38.0,1
8737,Uttarahalli,1350.0,2.0,2.0,47.24,3
8738,Kanakpura Road,2000.0,2.0,0.0,180.0,3
8739,Other,1770.0,3.0,2.0,90.0,3
8740,Other,3155.0,3.0,2.0,315.0,3
8741,Anandapura,616.0,3.0,1.0,45.0,2
8742,JP Nagar,745.0,1.0,0.0,34.27,1
8744,Other,2400.0,4.0,1.0,650.0,4
8745,Kudlu Gate,1547.0,2.0,2.0,103.0,2
8746,Panathur,1713.0,3.0,1.0,120.0,3
8747,Sarjapur,3300.0,4.0,2.0,430.0,4
8749,Yeshwanthpur,1856.0,4.0,2.0,180.0,3
8750,Other,1152.0,2.0,1.0,57.0,2
8751,Dodda Nekkundi,1100.0,2.0,1.0,46.75,2
8752,Narayanapura,2357.0,3.0,2.0,135.0,3
8753,Akshaya Nagar,1820.0,4.0,2.0,95.0,3
8754,Kannamangala,1865.0,3.0,1.0,139.0,3
8755,Kanakpura Road,1240.0,2.0,2.0,65.0,2
8756,Padmanabhanagar,1360.0,3.0,1.0,75.0,3
8757,ISRO Layout,4200.0,4.0,2.0,255.0,4
8758,Electronics City Phase 1,1450.0,2.0,2.0,63.51,3
8759,Budigere,1139.0,2.0,2.0,72.0,2
8760,Begur Road,1565.0,2.0,2.0,56.0,3
8761,Anjanapura,1200.0,3.0,2.0,165.0,3
8763,Other,1200.0,2.0,2.0,39.0,2
8764,Yeshwanthpur,1855.0,3.0,3.0,140.0,3
8765,Margondanahalli,1100.0,2.0,1.0,55.0,2
8766,Other,1350.0,2.0,2.0,65.0,3
8767,Old Madras Road,2266.0,3.0,2.0,207.0,3
8768,Hosur Road,660.0,1.0,1.0,23.0,1
8769,Kodihalli,1490.0,2.0,1.0,150.0,2
8770,Kambipura,1083.0,2.0,1.0,48.0,3
8771,Hennur Road,1232.0,2.0,1.0,83.0,2
8772,Raja Rajeshwari Nagar,1550.0,3.0,1.0,86.8,3
8773,Whitefield,1227.0,2.0,2.0,70.0,2
8774,Sarjapur  Road,1059.0,2.0,2.0,68.0,2
8776,Mahadevpura,1152.0,2.0,1.0,54.0,2
8777,Kenchenahalli,870.0,1.0,1.0,45.0,2
8778,Panathur,1210.0,2.0,1.0,78.0,2
8779,Thanisandra,663.0,1.0,0.0,46.1,1
8780,Other,1464.0,2.0,1.0,135.0,3
8781,Kadubeesanahalli,1365.0,3.0,1.0,80.0,3
8782,Whitefield,1704.0,3.0,1.0,120.0,3
8785,Kengeri,883.0,2.0,0.0,49.0,2
8786,Bisuvanahalli,1080.0,2.0,1.0,45.0,3
8788,9th Phase JP Nagar,1073.0,2.0,1.0,52.36,2
8789,Rajaji Nagar,3000.0,6.0,3.0,250.0,6
8790,Other,1300.0,2.0,3.0,32.0,2
8791,Thanisandra,662.0,1.0,0.0,45.0,1
8792,Other,1200.0,2.0,2.0,75.0,2
8793,5th Phase JP Nagar,1550.0,3.0,3.0,75.0,3
8794,Other,1707.0,3.0,2.0,171.0,3
8795,Banashankari,1310.0,2.0,2.0,80.43,2
8796,Sarjapur  Road,1577.0,3.0,2.0,65.0,3
8797,Kodigehaali,1324.0,3.0,2.0,65.0,3
8798,Kothanur,1786.0,2.0,2.0,106.0,3
8799,Harlur,1174.0,2.0,1.0,75.0,2
8800,Other,565.0,1.0,1.0,33.0,1
8801,7th Phase JP Nagar,1400.0,2.0,1.0,95.0,3
8802,Electronic City,635.0,1.0,1.0,28.0,1
8803,Kalyan nagar,3000.0,8.0,2.0,400.0,6
8804,8th Phase JP Nagar,1368.0,2.0,1.0,54.71,3
8805,Kanakpura Road,1450.0,3.0,3.0,55.0,3
8806,Devanahalli,1045.0,2.0,2.0,48.0,2
8807,Electronic City,1128.0,2.0,1.0,65.4,2
8808,Bhoganhalli,1125.0,2.0,1.0,54.0,2
8809,Whitefield,1195.0,2.0,1.0,62.38,2
8810,Other,630.0,2.0,1.0,70.0,1
8811,Kaggadasapura,1350.0,2.0,0.0,105.0,3
8812,Domlur,1740.0,3.0,0.0,120.0,3
8813,Bommasandra,877.0,2.0,1.0,29.0,2
8814,Whitefield,1770.0,4.0,1.0,68.0,3
8815,Yelahanka New Town,450.0,1.0,1.0,15.0,1
8816,Other,1000.0,2.0,1.0,55.0,2
8817,Whitefield,1300.0,2.0,2.0,78.0,2
8818,Doddathoguru,1300.0,2.0,1.0,42.0,3
8819,Abbigere,985.0,2.0,1.0,40.39,2
8820,Other,1045.0,2.0,2.0,42.0,2
8821,Other,1250.0,2.0,1.0,62.4,2
8822,Other,2400.0,4.0,1.0,130.0,3
8823,Haralur Road,1194.0,2.0,2.0,46.0,2
8824,Kanakpura Road,1420.0,3.0,3.0,68.0,3
8825,Other,1720.0,3.0,3.0,83.0,3
8826,Rachenahalli,1530.0,2.0,2.0,74.4,3
8827,Anandapura,1200.0,2.0,0.0,66.0,3
8828,Whitefield,1570.0,3.0,3.0,88.0,3
8829,Sarjapur  Road,1157.0,2.0,1.0,74.0,3
8831,Kanakapura,1120.0,2.0,2.0,39.2,2
8832,Kenchenahalli,1150.0,2.0,2.0,60.0,2
8833,Hebbal Kempapura,2400.0,5.0,2.0,200.0,5
8834,Bannerghatta Road,1215.0,2.0,1.0,68.0,2
8835,Bhoganhalli,1444.0,2.0,1.0,75.97,2
8836,6th Phase JP Nagar,2003.0,3.0,3.0,200.0,3
8837,Other,1100.0,2.0,2.0,70.0,2
8838,Kodichikkanahalli,900.0,2.0,1.0,42.0,2
8839,Talaghattapura,1372.0,2.0,1.0,43.9,3
8840,Chikka Tirupathi,4500.0,5.0,3.0,150.0,4
8841,Bisuvanahalli,1180.0,2.0,1.0,55.5,3
8842,Electronic City,1096.0,2.0,2.0,39.0,2
8843,Yeshwanthpur,2504.0,3.0,3.0,138.0,3
8844,2nd Phase Judicial Layout,1350.0,2.0,2.0,47.25,3
8845,Other,420.0,1.0,1.0,23.5,1
8846,Hennur Road,1832.0,3.0,1.0,116.0,3
8848,Vasanthapura,940.0,2.0,1.0,40.0,2
8849,Whitefield,4290.0,5.0,3.0,625.0,4
8850,Electronic City Phase II,1020.0,2.0,1.0,29.45,2
8851,Abbigere,2500.0,6.0,0.0,81.0,6
8852,Raja Rajeshwari Nagar,1400.0,2.0,2.0,45.0,2
8853,Other,1675.0,3.0,2.0,65.0,3
8854,Tumkur Road,708.0,2.0,1.0,32.0,2
8855,Channasandra,1123.0,2.0,1.0,36.0,2
8856,Talaghattapura,1100.0,2.0,1.0,49.49,2
8857,Other,1225.0,2.0,2.0,71.05,2
8858,Lingadheeranahalli,1683.0,3.0,1.0,140.0,3
8859,Kengeri Satellite Town,410.0,1.0,1.0,15.0,1
8860,Banashankari Stage II,2400.0,2.0,2.0,300.0,3
8861,Other,1350.0,4.0,1.0,90.0,4
8862,Gubbalala,1475.0,2.0,2.0,80.0,2
8863,Kengeri Satellite Town,1120.0,2.0,2.0,49.0,2
8864,KR Puram,1150.0,2.0,1.0,42.0,2
8865,Yeshwanthpur,1165.0,2.0,1.0,85.0,2
8866,Harlur,1756.0,3.0,2.0,134.0,3
8867,Ambedkar Nagar,1409.0,2.0,2.0,95.0,2
8868,Mahadevpura,1212.0,2.0,1.0,56.9,2
8869,Doddathoguru,1140.0,2.0,2.0,26.49,2
8870,Hegde Nagar,2087.01,3.0,2.0,115.0,3
8871,Jalahalli East,775.0,1.0,0.0,34.1,1
8872,Sarjapur  Road,1700.0,3.0,1.0,118.0,3
8873,Other,1732.5,3.0,0.0,91.855,3
8874,Raja Rajeshwari Nagar,1110.0,2.0,1.0,52.0,2
8875,Electronic City Phase II,1000.0,2.0,1.0,28.88,2
8877,Chikka Tirupathi,2704.0,5.0,0.0,105.0,4
8878,Other,3760.0,2.0,0.0,280.0,2
8879,Hormavu,1600.0,5.0,2.0,140.0,5
8880,Bhoganhalli,1205.0,2.0,2.0,64.47,2
8881,Thigalarapalya,1418.0,2.0,2.0,105.0,2
8882,Ardendale,1650.0,3.0,3.0,82.0,3
8884,Electronic City,1150.0,2.0,1.0,38.0,2
8886,Dasanapura,2400.0,5.0,2.0,100.0,4
8887,Other,850.0,2.0,0.0,34.0,2
8888,Raja Rajeshwari Nagar,1580.0,3.0,1.0,83.74,3
8889,Whitefield,1216.0,2.0,1.0,84.03,2
8890,Kanakpura Road,381.0,1.0,1.0,28.0,1
8891,KR Puram,4600.0,9.0,2.0,200.0,9
8892,Hebbal,1040.0,2.0,1.0,55.0,2
8893,Choodasandra,2429.0,3.0,1.0,210.0,4
8894,Other,1260.0,2.0,1.0,49.0,3
8895,Kanakpura Road,1498.0,3.0,2.0,74.9,3
8896,Vidyaranyapura,1200.0,2.0,2.0,65.0,3
8897,Electronic City,1355.0,2.0,1.0,72.9,2
8898,Other,1450.0,3.0,1.0,65.0,3
8899,Yeshwanthpur,1860.0,3.0,2.0,168.0,3
8900,Whitefield,1240.0,2.0,2.0,70.0,2
8901,Kanakpura Road,1300.0,2.0,2.0,55.0,3
8902,Kundalahalli,2500.0,5.0,2.0,245.0,4
8903,Ambedkar Nagar,1950.0,4.0,2.0,120.0,3
8904,Ambalipura,1625.0,2.0,2.0,145.0,3
8905,Electronic City,1200.0,2.0,2.0,30.0,2
8906,OMBR Layout,1101.0,2.0,2.0,66.0,2
8907,Whitefield,1216.0,2.0,1.0,72.5,2
8908,Uttarahalli,1250.0,2.0,3.0,50.0,3
8909,Other,2100.0,3.0,0.0,70.0,3
8910,Ananth Nagar,1470.0,3.0,2.0,54.0,3
8911,Bannerghatta Road,1365.0,3.0,1.0,76.18,3
8912,Hosa Road,1364.0,2.0,1.0,64.79,2
8913,Banashankari Stage VI,1180.0,2.0,1.0,59.47,2
8914,7th Phase JP Nagar,1800.0,3.0,2.0,130.0,3
8915,Kothannur,1350.0,2.0,2.0,42.0,2
8916,Thanisandra,1573.0,3.0,2.0,98.0,3
8917,Other,1620.0,3.0,3.0,95.0,3
8918,Doddakallasandra,1072.0,2.0,1.0,42.87,2
8919,Other,560.0,1.0,1.0,21.0,1
8920,Other,1156.0,2.0,2.0,46.0,2
8921,Kudlu Gate,1336.0,2.0,1.0,86.0,2
8923,Marathahalli,3400.0,4.0,3.0,235.0,4
8924,Raja Rajeshwari Nagar,1608.0,3.0,3.0,54.51,3
8925,JP Nagar,4000.0,4.0,3.0,441.0,4
8926,Whitefield,1215.0,2.0,2.0,40.0,2
8927,Cox Town,1100.0,2.0,1.0,166.0,2
8928,Green Glen Layout,1517.0,3.0,3.0,100.0,3
8929,Mallasandra,1565.0,2.0,2.0,69.0,2
8931,Whitefield,2025.0,4.0,2.0,115.0,3
8932,Jalahalli,1057.0,2.0,1.0,34.71,2
8933,Other,3850.0,3.0,3.0,650.0,3
8934,Sarjapur,1044.0,2.0,2.0,34.0,2
8935,Domlur,1695.0,3.0,2.0,125.0,3
8936,Ramagondanahalli,1635.0,3.0,1.0,61.0,3
8937,Other,1140.0,2.0,2.0,56.0,2
8938,Electronic City,1150.0,2.0,2.0,35.0,2
8939,Yelachenahalli,1110.0,2.0,2.0,110.0,2
8940,Yeshwanthpur,1163.0,2.0,2.0,64.08,2
8941,Thubarahalli,1418.0,2.0,2.0,65.0,3
8942,Varthur,1155.0,2.0,1.0,60.0,2
8943,Bannerghatta Road,1115.0,2.0,2.0,78.0,2
8945,NGR Layout,1020.0,2.0,2.0,48.45,2
8946,Other,1485.0,3.0,2.0,78.0,3
8947,Whitefield,1920.0,5.0,2.0,250.0,4
8948,Other,1350.0,2.0,0.0,45.0,1
8949,Other,1209.0,2.0,2.0,100.0,2
8950,8th Phase JP Nagar,1089.0,2.0,1.0,43.55,2
8951,Yelahanka,1445.0,2.0,2.0,82.0,2
8952,Uttarahalli,1250.0,2.0,2.0,50.0,3
8953,Other,1500.0,3.0,1.0,95.0,3
8954,Devarachikkanahalli,1705.0,3.0,2.0,75.0,3
8955,Indira Nagar,2200.0,3.0,2.0,160.0,3
8956,Cunningham Road,2925.0,5.0,3.0,936.0,5
8958,Whitefield,7200.0,5.0,2.0,900.0,5
8960,Electronics City Phase 1,1450.0,3.0,2.0,58.0,3
8961,Choodasandra,1220.0,3.0,2.0,56.0,3
8962,Hoodi,1259.0,2.0,2.0,69.45,2
8963,Subramanyapura,1260.0,2.0,1.0,73.0,3
8964,Kaggadasapura,2500.0,5.0,1.0,120.0,3
8965,Kudlu Gate,1919.0,3.0,2.0,121.0,3
8968,Basavangudi,1050.0,2.0,1.0,103.0,2
8969,Other,1000.0,2.0,2.0,60.0,2
8970,Raja Rajeshwari Nagar,1640.0,3.0,1.0,86.8,3
8971,Other,1488.0,2.0,2.0,65.0,3
8972,Chikkalasandra,1265.0,2.0,2.0,53.12,3
8973,Hennur,1640.0,3.0,2.0,120.0,3
8974,9th Phase JP Nagar,1719.3,2.0,2.0,88.0,3
8975,Other,1200.0,4.0,2.0,130.0,4
8976,Kaggadasapura,1180.0,2.0,2.0,70.0,2
8977,HBR Layout,1700.0,3.0,1.0,110.0,3
8978,Kudlu Gate,1464.0,3.0,3.0,56.0,2
8979,JP Nagar,1800.0,6.0,0.0,68.0,6
8980,Cox Town,1495.0,2.0,1.0,300.0,4
8981,Yelahanka,1225.0,2.0,2.0,62.0,2
8982,7th Phase JP Nagar,1050.0,2.0,0.0,68.0,2
8983,Sarjapur  Road,1691.0,3.0,3.0,120.0,3
8984,Other,2250.0,3.0,2.0,199.0,3
8985,Other,3700.0,4.0,2.0,314.0,4
8988,Other,1190.0,2.0,3.0,42.25,2
8989,Haralur Road,1243.0,2.0,2.0,46.0,2
8990,Hormavu,765.0,2.0,1.0,37.49,2
8991,Chamrajpet,730.0,1.0,2.0,52.0,2
8992,Other,1405.0,3.0,0.0,169.0,3
8993,Old Madras Road,1350.0,3.0,1.0,45.9,3
8994,Yelahanka New Town,500.0,1.0,1.0,18.0,1
8995,Amruthahalli,1200.0,2.0,2.0,55.0,2
8996,Electronic City,1165.0,2.0,1.0,33.64,2
8997,7th Phase JP Nagar,1400.0,2.0,2.0,57.0,3
8998,Other,4800.0,6.0,2.0,420.0,4
9000,Kenchenahalli,700.0,1.0,1.0,35.0,1
9001,5th Phase JP Nagar,1485.0,2.0,1.0,66.0,3
9002,Kanakpura Road,700.0,2.0,1.0,41.0,2
9003,Whitefield,1346.0,2.0,1.0,100.0,3
9004,Bisuvanahalli,1075.0,2.0,1.0,47.0,3
9005,Other,1050.0,2.0,1.0,43.5,2
9006,Other,1800.0,3.0,2.0,53.0,3
9007,Electronic City,1609.0,3.0,3.0,115.0,3
9008,Electronic City,770.0,1.0,1.0,35.0,2
9009,Kudlu,1076.0,2.0,1.0,50.0,2
9010,Kengeri,1052.0,2.0,2.0,51.0,2
9011,Channasandra,1000.0,2.0,2.0,35.0,2
9012,Bommasandra Industrial Area,1000.0,2.0,1.0,28.88,2
9013,Thanisandra,1262.0,2.0,1.0,83.0,3
9015,Other,500.0,1.0,1.0,16.0,1
9017,Other,1600.0,3.0,2.0,180.0,3
9018,Ramagondanahalli,1251.0,2.0,1.0,53.0,2
9019,Nagarbhavi,1050.0,3.0,1.0,175.0,3
9020,Other,1140.0,2.0,2.0,49.0,2
9021,Old Madras Road,1157.0,2.0,2.0,47.32,2
9022,Other,648.0,1.0,1.0,34.0,1
9023,Harlur,1197.0,2.0,1.0,78.0,2
9024,Raja Rajeshwari Nagar,1500.0,3.0,3.0,51.04,3
9025,Raja Rajeshwari Nagar,1185.0,2.0,1.0,51.15,2
9026,Kumaraswami Layout,2400.0,2.0,1.0,125.0,3
9027,Kundalahalli,1397.0,3.0,3.0,105.0,3
9028,Uttarahalli,1175.0,2.0,2.0,47.0,2
9029,Basaveshwara Nagar,900.0,2.0,1.0,60.0,2
9030,Rachenahalli,2710.0,3.0,2.0,170.0,3
9031,Other,1720.0,2.0,2.0,126.0,3
9032,Other,1756.0,3.0,2.0,307.0,3
9033,Yelahanka,602.0,1.0,1.0,38.0,1
9034,Sarjapur  Road,1770.0,3.0,2.0,180.0,3
9036,Raja Rajeshwari Nagar,1295.0,2.0,2.0,43.9,2
9037,Rachenahalli,1200.0,2.0,2.0,46.5,2
9038,Other,1100.0,2.0,2.0,45.0,2
9039,Haralur Road,1194.0,2.0,2.0,46.0,2
9041,Kasavanhalli,1476.0,3.0,0.0,105.0,3
9042,Thanisandra,1056.0,2.0,2.0,65.0,2
9043,Other,825.0,2.0,1.0,35.0,2
9044,EPIP Zone,1860.0,3.0,2.0,130.0,3
9045,Gunjur,1063.0,2.0,2.0,40.0,2
9046,Yelahanka,697.0,1.0,1.0,35.0,1
